School Year,County,Grade,Vaccine Series,Number of Schools,Total Enrollment Count,Total Vaccinated Count,Percentage Vaccinated,Religious- Flu Only Exemption Count,Religious Exemption Count,Percentage Religious Exemption,Medical Exemption Count,Percentage Medical Exemption,Percentage Compliant,Percentage Non-Compliant
2013-2014,Middlesex,7th,MMR,15,1801,,98.7,,18,1.0,5,0.3,100.0,0.0
2013-2014,Middlesex,7th,HepB,15,1801,,98.7,,18,1.0,5,0.3,100.0,0.0
2013-2014,Middlesex,7th,Varicella,15,1801,,98.7,,18,1.0,5,0.3,100.0,0.0
2013-2014,Middlesex,7th,MCV,15,1801,,94.5,,18,1.0,5,0.3,95.8,4.2
2013-2014,Middlesex,7th,Tdap,15,1801,,95.3,,18,1.0,5,0.3,96.6,3.4
2013-2014,New Haven,Pre-K,Flu,112,5130,,85.6,133,37,0.7,55,1.1,90.0,10.0
2013-2014,New Haven,K,Polio,171,10042,,98.1,,96,1.0,22,0.2,99.3,0.7
2013-2014,New Haven,K,DTaP,171,10042,,98.1,,96,1.0,22,0.2,99.3,0.7
2013-2014,New Haven,K,MMR,171,10042,,97.9,,96,1.0,22,0.2,99.1,0.9
2013-2014,New Haven,K,HepB,171,10042,,98.3,,96,1.0,22,0.2,99.5,0.5
2013-2014,New Haven,K,Varicella,171,10042,,97.7,,96,1.0,22,0.2,98.9,1.1
2013-2014,New Haven,K,HepA,171,10042,,97.5,,96,1.0,22,0.2,98.7,1.3
2013-2014,New Haven,7th,Polio,121,10446,,99.0,,38,0.4,20,0.2,99.6,0.4
2013-2014,New Haven,7th,DTaP,121,10446,,98.9,,38,0.4,20,0.2,99.5,0.5
2013-2014,New Haven,7th,MMR,121,10446,,99.0,,38,0.4,20,0.2,99.6,0.4
2013-2014,New Haven,7th,HepB,121,10446,,99.0,,38,0.4,20,0.2,99.6,0.4
2013-2014,New Haven,7th,Varicella,121,10446,,95.1,,38,0.4,20,0.2,95.7,4.3
2013-2014,New Haven,7th,MCV,121,10446,,91.7,,38,0.4,20,0.2,92.3,7.7
2013-2014,New Haven,7th,Tdap,121,10446,,93.7,,38,0.4,20,0.2,94.3,5.7
2013-2014,New London,Pre-K,Flu,39,1770,,88.4,69,15,0.8,14,0.8,93.9,6.1
2013-2014,New London,K,Polio,58,2923,,96.9,,68,2.3,12,0.4,99.6,0.4
2013-2014,New London,K,DTaP,58,2923,,96.9,,68,2.3,12,0.4,99.6,0.4
2013-2014,New London,K,MMR,58,2923,,96.9,,68,2.3,12,0.4,99.6,0.4
2013-2014,New London,K,HepB,58,2923,,96.7,,68,2.3,12,0.4,99.4,0.6
2013-2014,New London,K,Varicella,58,2923,,96.7,,68,2.3,12,0.4,99.4,0.6
2013-2014,New London,K,HepA,58,2923,,96.0,,68,2.3,12,0.4,98.7,1.3
2013-2014,New London,7th,Polio,43,2900,,99.0,,24,0.8,6,0.2,100.0,0.0
2013-2014,New London,7th,DTaP,43,2900,,98.9,,24,0.8,6,0.2,99.9,0.1
2013-2014,New London,7th,MMR,43,2900,,98.9,,24,0.8,6,0.2,99.9,0.1
2013-2014,New London,7th,HepB,43,2900,,98.7,,24,0.8,6,0.2,99.7,0.3
2013-2014,New London,7th,Varicella,43,2900,,98.3,,24,0.8,6,0.2,99.3,0.7
2013-2014,New London,7th,MCV,43,2900,,79.9,,24,0.8,6,0.2,80.9,19.1
2013-2014,New London,7th,Tdap,43,2900,,96.0,,24,0.8,6,0.2,97.0,3.0
2013-2014,State,Pre-K,Flu,457,20370,,82.1,707,282,1.4,188,0.9,87.9,12.1
2013-2014,State,K,Polio,746,40916,,97.0,,668,1.6,127,0.3,98.9,1.1
2013-2014,State,K,DTaP,746,40916,,97.0,,668,1.6,127,0.3,98.9,1.1
2013-2014,State,K,MMR,746,40916,,96.9,,668,1.6,127,0.3,98.8,1.2
2013-2014,State,K,HepB,746,40916,,97.3,,668,1.6,127,0.3,99.2,0.8
2013-2014,State,K,Varicella,746,40916,,96.7,,668,1.6,127,0.3,98.6,1.4
2013-2014,State,K,HepA,746,40916,,96.4,,668,1.6,127,0.3,98.3,1.7
2013-2014,State,7th,Polio,497,43719,,98.6,,360,0.8,91,0.2,99.6,0.4
2013-2014,State,7th,DTaP,497,43719,,98.1,,360,0.8,91,0.2,99.1,0.9
2013-2014,State,7th,MMR,497,43719,,98.6,,360,0.8,91,0.2,99.6,0.4
2013-2014,State,7th,HepB,497,43719,,98.6,,360,0.8,91,0.2,99.6,0.4
2013-2014,State,7th,Varicella,497,43719,,96.5,,360,0.8,91,0.2,97.5,2.5
2013-2014,State,7th,MCV,497,43719,,92.5,,360,0.8,91,0.2,93.5,6.5
2013-2014,State,7th,Tdap,497,43719,,94.9,,360,0.8,91,0.2,95.9,4.1
2013-2014,Tolland,Pre-K,Flu,22,780,,90.1,27,15,1.9,12,1.5,97.0,3.0
2013-2014,Tolland,K,Polio,25,1280,,94.8,,55,4.3,3,0.2,99.3,0.7
2013-2014,Tolland,K,DTaP,25,1280,,94.8,,55,4.3,3,0.2,99.3,0.7
2013-2014,Tolland,K,MMR,25,1280,,95.1,,55,4.3,3,0.2,99.6,0.4
2013-2014,Tolland,K,HepB,25,1280,,95.2,,55,4.3,3,0.2,99.7,0.3
2013-2014,Tolland,K,Varicella,25,1280,,95.1,,55,4.3,3,0.2,99.6,0.4
2013-2014,Tolland,K,HepA,25,1280,,94.0,,55,4.3,3,0.2,98.5,1.5
2013-2014,Tolland,7th,Polio,15,1606,,98.8,,16,1.0,3,0.2,100.0,0.0
2013-2014,Tolland,7th,DTaP,15,1606,,98.8,,16,1.0,3,0.2,100.0,0.0
2013-2014,Tolland,7th,MMR,15,1606,,98.8,,16,1.0,3,0.2,100.0,0.0
2013-2014,Tolland,7th,HepB,15,1606,,98.8,,16,1.0,3,0.2,100.0,0.0
2013-2014,Tolland,7th,Varicella,15,1606,,98.8,,16,1.0,3,0.2,100.0,0.0
2013-2014,Tolland,7th,MCV,15,1606,,95.3,,16,1.0,3,0.2,96.5,3.5
2013-2014,Tolland,7th,Tdap,15,1606,,98.6,,16,1.0,3,0.2,99.8,0.2
2013-2014,Windham,Pre-K,Flu,20,852,,89.3,26,3,0.4,7,0.8,93.5,6.5
2013-2014,Windham,K,Polio,25,1229,,97.5,,16,1.3,12,1.0,99.8,0.2
2013-2014,Windham,K,DTaP,25,1229,,97.6,,16,1.3,12,1.0,99.9,0.1
2013-2014,Windham,K,MMR,25,1229,,97.5,,16,1.3,12,1.0,99.8,0.2
2013-2014,Windham,K,HepB,25,1229,,97.4,,16,1.3,12,1.0,99.7,0.3
2013-2014,Windham,K,Varicella,25,1229,,97.2,,16,1.3,12,1.0,99.5,0.5
2013-2014,Windham,K,HepA,25,1229,,96.3,,16,1.3,12,1.0,98.6,1.4
2013-2014,Windham,7th,Polio,20,1415,,98.8,,12,0.8,3,0.2,99.9,0.1
2013-2014,Windham,7th,DTaP,20,1415,,98.7,,12,0.8,3,0.2,99.8,0.2
2013-2014,Windham,7th,MMR,20,1415,,98.6,,12,0.8,3,0.2,99.7,0.3
2013-2014,Windham,7th,HepB,20,1415,,98.7,,12,0.8,3,0.2,99.8,0.2
2013-2014,Windham,7th,Varicella,20,1415,,98.4,,12,0.8,3,0.2,99.5,0.5
2013-2014,Windham,7th,MCV,20,1415,,92.6,,12,0.8,3,0.2,93.7,6.3
2013-2014,Windham,7th,Tdap,20,1415,,97.6,,12,0.8,3,0.2,98.7,1.3
2012-2013,Fairfield,Pre-K,Flu,96,5126,,76.8,144,103,2.0,38,0.7,82.4,17.6
2012-2013,Fairfield,K,Polio,202,12091,,97.2,,201,1.7,30,0.2,99.1,0.9
2012-2013,Fairfield,K,DTaP,202,12091,,97.2,,201,1.7,30,0.2,99.1,0.9
2012-2013,Fairfield,K,MMR,202,12091,,97.0,,201,1.7,30,0.2,98.9,1.1
2012-2013,Fairfield,K,HepB,202,12091,,97.4,,201,1.7,30,0.2,99.3,0.7
2012-2013,Fairfield,K,Varicella,202,12091,,96.7,,201,1.7,30,0.2,98.6,1.4
2012-2013,Fairfield,K,HepA,202,12091,,95.3,,201,1.7,30,0.2,97.2,2.8
2012-2013,Fairfield,7th,Polio,123,12346,,98.6,,102,0.8,53,0.4,99.9,0.1
2012-2013,Fairfield,7th,DTaP,123,12346,,98.5,,102,0.8,53,0.4,99.8,0.2
2012-2013,Fairfield,7th,MMR,123,12346,,98.6,,102,0.8,53,0.4,99.9,0.1
2012-2013,Fairfield,7th,HepB,123,12346,,98.4,,102,0.8,53,0.4,99.7,0.3
2012-2013,Fairfield,7th,Varicella,123,12346,,97.1,,102,0.8,53,0.4,98.4,1.6
2012-2013,Fairfield,7th,MCV,123,12346,,94.9,,102,0.8,53,0.4,96.2,3.8
2012-2013,Fairfield,7th,Tdap,123,12346,,96.0,,102,0.8,53,0.4,97.3,2.7
2012-2013,Hartford,Pre-K,Flu,118,5810,,71.3,170,73,1.3,46,0.8,76.3,23.7
2012-2013,Hartford,K,Polio,188,10512,,96.9,,117,1.1,24,0.2,98.2,1.8
2012-2013,Hartford,K,DTaP,188,10512,,97.0,,117,1.1,24,0.2,98.3,1.7
2012-2013,Hartford,K,MMR,188,10512,,96.8,,117,1.1,24,0.2,98.1,1.9
2012-2013,Hartford,K,HepB,188,10512,,97.3,,117,1.1,24,0.2,98.6,1.4
2012-2013,Hartford,K,Varicella,188,10512,,96.5,,117,1.1,24,0.2,97.8,2.2
2012-2013,Hartford,K,HepA,188,10512,,94.6,,117,1.1,24,0.2,95.9,4.1
2012-2013,Hartford,7th,Polio,127,10345,,98.7,,68,0.7,15,0.1,99.5,0.5
2012-2013,Hartford,7th,DTaP,127,10345,,98.7,,68,0.7,15,0.1,99.5,0.5
2012-2013,Hartford,7th,MMR,127,10345,,98.7,,68,0.7,15,0.1,99.5,0.5
2012-2013,Hartford,7th,HepB,127,10345,,98.1,,68,0.7,15,0.1,98.9,1.1
2012-2013,Hartford,7th,Varicella,127,10345,,96.1,,68,0.7,15,0.1,96.9,3.1
2012-2013,Hartford,7th,MCV,127,10345,,92.9,,68,0.7,15,0.1,93.7,6.3
2012-2013,Hartford,7th,Tdap,127,10345,,94.0,,68,0.7,15,0.1,94.8,5.2
2012-2013,Litchfield,Pre-K,Flu,28,735,,85.6,14,10,1.4,9,1.2,90.1,9.9
2012-2013,Litchfield,K,Polio,43,1826,,96.6,,39,2.1,12,0.7,99.4,0.6
2012-2013,Litchfield,K,DTaP,43,1826,,96.7,,39,2.1,12,0.7,99.5,0.5
2012-2013,Litchfield,K,MMR,43,1826,,96.6,,39,2.1,12,0.7,99.4,0.6
2012-2013,Litchfield,K,HepB,43,1826,,96.8,,39,2.1,12,0.7,99.6,0.4
2012-2013,Litchfield,K,Varicella,43,1826,,96.4,,39,2.1,12,0.7,99.2,0.8
2012-2013,Litchfield,K,HepA,43,1826,,92.8,,39,2.1,12,0.7,95.6,4.4
2012-2013,Litchfield,7th,Polio,29,1897,,98.7,,19,1.0,5,0.3,100.0,0.0
2012-2013,Litchfield,7th,DTaP,29,1897,,98.7,,19,1.0,5,0.3,100.0,0.0
2012-2013,Litchfield,7th,MMR,29,1897,,98.7,,19,1.0,5,0.3,100.0,0.0
2012-2013,Litchfield,7th,HepB,29,1897,,98.5,,19,1.0,5,0.3,99.8,0.2
2012-2013,Litchfield,7th,Varicella,29,1897,,90.8,,19,1.0,5,0.3,92.1,7.9
2012-2013,Litchfield,7th,MCV,29,1897,,90.1,,19,1.0,5,0.3,91.4,8.6
2012-2013,Litchfield,7th,Tdap,29,1897,,90.7,,19,1.0,5,0.3,92.0,8.0
2012-2013,Middlesex,Pre-K,Flu,15,548,,84.5,12,12,2.2,6,1.1,90.0,10.0
2012-2013,Middlesex,K,Polio,26,1538,,96.0,,43,2.8,6,0.4,99.2,0.8
2012-2013,Middlesex,K,DTaP,26,1538,,95.5,,43,2.8,6,0.4,98.7,1.3
2012-2013,Middlesex,K,MMR,26,1538,,96.4,,43,2.8,6,0.4,99.6,0.4
2012-2013,Middlesex,K,HepB,26,1538,,96.4,,43,2.8,6,0.4,99.6,0.4
2012-2013,Middlesex,K,Varicella,26,1538,,96.2,,43,2.8,6,0.4,99.4,0.6
2012-2013,Middlesex,K,HepA,26,1538,,94.0,,43,2.8,6,0.4,97.2,2.8
2012-2013,Middlesex,7th,Polio,18,1831,,96.1,,17,0.9,4,0.2,97.2,2.8
2012-2013,Middlesex,7th,DTaP,18,1831,,96.1,,17,0.9,4,0.2,97.2,2.8
2012-2013,Middlesex,7th,MMR,18,1831,,96.0,,17,0.9,4,0.2,97.1,2.9
2012-2013,Middlesex,7th,HepB,18,1831,,96.1,,17,0.9,4,0.2,97.2,2.8
2012-2013,Middlesex,7th,Varicella,18,1831,,96.0,,17,0.9,4,0.2,97.1,2.9
2012-2013,Middlesex,7th,MCV,18,1831,,96.0,,17,0.9,4,0.2,97.1,2.9
2012-2013,Middlesex,7th,Tdap,18,1831,,96.1,,17,0.9,4,0.2,97.2,2.8
2012-2013,New Haven,Pre-K,Flu,113,4741,,87.4,105,40,0.8,58,1.2,91.7,8.3
2012-2013,New Haven,K,Polio,164,10062,,98.2,,72,0.7,24,0.2,99.2,0.8
2012-2013,New Haven,K,DTaP,164,10062,,98.1,,72,0.7,24,0.2,99.1,0.9
2012-2013,New Haven,K,MMR,164,10062,,97.9,,72,0.7,24,0.2,98.9,1.1
2012-2013,New Haven,K,HepB,164,10062,,98.4,,72,0.7,24,0.2,99.4,0.6
2012-2013,New Haven,K,Varicella,164,10062,,97.7,,72,0.7,24,0.2,98.7,1.3
2012-2013,New Haven,K,HepA,164,10062,,95.1,,72,0.7,24,0.2,96.1,3.9
2012-2013,New Haven,7th,Polio,120,10581,,99.1,,52,0.5,17,0.2,99.8,0.2
2012-2013,New Haven,7th,DTaP,120,10581,,99.1,,52,0.5,17,0.2,99.8,0.2
2012-2013,New Haven,7th,MMR,120,10581,,99.1,,52,0.5,17,0.2,99.8,0.2
2012-2013,New Haven,7th,HepB,120,10581,,99.2,,52,0.5,17,0.2,99.9,0.1
2012-2013,New Haven,7th,Varicella,120,10581,,97.6,,52,0.5,17,0.2,98.3,1.7
2012-2013,New Haven,7th,MCV,120,10581,,96.2,,52,0.5,17,0.2,96.9,3.1
2012-2013,New Haven,7th,Tdap,120,10581,,96.5,,52,0.5,17,0.2,97.2,2.8
2012-2013,New London,Pre-K,Flu,41,1742,,89.5,60,18,1.0,22,1.3,95.2,4.8
2012-2013,New London,K,Polio,57,2962,,96.8,,49,1.7,13,0.4,98.9,1.1
2012-2013,New London,K,DTaP,57,2962,,96.8,,49,1.7,13,0.4,98.9,1.1
2012-2013,New London,K,MMR,57,2962,,96.9,,49,1.7,13,0.4,99.0,1.0
2012-2013,New London,K,HepB,57,2962,,97.2,,49,1.7,13,0.4,99.3,0.7
2012-2013,New London,K,Varicella,57,2962,,96.7,,49,1.7,13,0.4,98.8,1.2
2012-2013,New London,K,HepA,57,2962,,95.7,,49,1.7,13,0.4,97.8,2.2
2012-2013,New London,7th,Polio,40,3166,,98.5,,33,1.0,14,0.4,100.0,0.0
2012-2013,New London,7th,DTaP,40,3166,,98.5,,33,1.0,14,0.4,100.0,0.0
2012-2013,New London,7th,MMR,40,3166,,98.5,,33,1.0,14,0.4,100.0,0.0
2012-2013,New London,7th,HepB,40,3166,,98.5,,33,1.0,14,0.4,100.0,0.0
2012-2013,New London,7th,Varicella,40,3166,,97.7,,33,1.0,14,0.4,99.2,0.8
2012-2013,New London,7th,MCV,40,3166,,97.0,,33,1.0,14,0.4,98.5,1.5
2012-2013,New London,7th,Tdap,40,3166,,97.3,,33,1.0,14,0.4,98.8,1.2
2012-2013,State,Pre-K,Flu,452,20397,,80.3,577,279,1.4,205,1.0,85.5,14.5
2012-2013,State,K,Polio,729,41604,,97.2,,601,1.4,124,0.3,98.9,1.1
2012-2013,State,K,DTaP,729,41604,,97.2,,601,1.4,124,0.3,98.9,1.1
2012-2013,State,K,MMR,729,41604,,97.1,,601,1.4,124,0.3,98.8,1.2
2012-2013,State,K,HepB,729,41604,,97.4,,601,1.4,124,0.3,99.1,0.9
2012-2013,State,K,Varicella,729,41604,,96.8,,601,1.4,124,0.3,98.5,1.5
2012-2013,State,K,HepA,729,41604,,94.8,,601,1.4,124,0.3,96.5,3.5
2012-2013,State,7th,Polio,492,43262,,98.7,,311,0.7,119,0.3,99.7,0.3
2012-2013,State,7th,DTaP,492,43262,,98.6,,311,0.7,119,0.3,99.6,0.4
2012-2013,State,7th,MMR,492,43262,,98.7,,311,0.7,119,0.3,99.7,0.3
2012-2013,State,7th,HepB,492,43262,,98.5,,311,0.7,119,0.3,99.5,0.5
2012-2013,State,7th,Varicella,492,43262,,96.8,,311,0.7,119,0.3,97.8,2.2
2012-2013,State,7th,MCV,492,43262,,94.9,,311,0.7,119,0.3,95.9,4.1
2012-2013,State,7th,Tdap,492,43262,,95.6,,311,0.7,119,0.3,96.6,3.4
2012-2013,Tolland,Pre-K,Flu,21,927,,89.2,40,9,1.0,15,1.6,96.1,3.9
2012-2013,Tolland,K,Polio,26,1361,,95.7,,43,3.2,9,0.7,99.5,0.5
2012-2013,Tolland,K,DTaP,26,1361,,95.7,,43,3.2,9,0.7,99.5,0.5
2012-2013,Tolland,K,MMR,26,1361,,95.9,,43,3.2,9,0.7,99.7,0.3
2012-2013,Tolland,K,HepB,26,1361,,96.0,,43,3.2,9,0.7,99.8,0.2
2012-2013,Tolland,K,Varicella,26,1361,,95.7,,43,3.2,9,0.7,99.5,0.5
2012-2013,Tolland,K,HepA,26,1361,,92.4,,43,3.2,9,0.7,96.2,3.8
2012-2013,Tolland,7th,Polio,14,1722,,98.6,,14,0.8,10,0.6,100.0,0.0
2012-2013,Tolland,7th,DTaP,14,1722,,98.6,,14,0.8,10,0.6,100.0,0.0
2012-2013,Tolland,7th,MMR,14,1722,,98.6,,14,0.8,10,0.6,100.0,0.0
2012-2013,Tolland,7th,HepB,14,1722,,98.6,,14,0.8,10,0.6,100.0,0.0
2012-2013,Tolland,7th,Varicella,14,1722,,98.3,,14,0.8,10,0.6,99.7,0.3
2012-2013,Tolland,7th,MCV,14,1722,,97.6,,14,0.8,10,0.6,99.0,1.0
2012-2013,Tolland,7th,Tdap,14,1722,,97.9,,14,0.8,10,0.6,99.3,0.7
2012-2013,Windham,Pre-K,Flu,452,20397,,88.0,32,279,1.4,205,1.0,90.5,9.5
2012-2013,Windham,K,Polio,23,1252,,96.1,,37,3.0,6,0.5,99.5,0.5
2012-2013,Windham,K,DTaP,23,1252,,96.1,,37,3.0,6,0.5,99.5,0.5
2012-2013,Windham,K,MMR,23,1252,,96.1,,37,3.0,6,0.5,99.5,0.5
2012-2013,Windham,K,HepB,23,1252,,96.3,,37,3.0,6,0.5,99.7,0.3
2012-2013,Windham,K,Varicella,23,1252,,96.3,,37,3.0,6,0.5,99.7,0.3
2012-2013,Windham,K,HepA,23,1252,,94.5,,37,3.0,6,0.5,97.9,2.1
2012-2013,Windham,7th,Polio,21,1374,,99.5,,6,0.4,1,0.1,100.0,0.0
2012-2013,Windham,7th,DTaP,21,1374,,99.4,,6,0.4,1,0.1,99.9,0.1
2012-2013,Windham,7th,MMR,21,1374,,99.5,,6,0.4,1,0.1,100.0,0.0
2012-2013,Windham,7th,HepB,21,1374,,99.4,,6,0.4,1,0.1,99.9,0.1
2012-2013,Windham,7th,Varicella,21,1374,,98.4,,6,0.4,1,0.1,98.9,1.1
2012-2013,Windham,7th,MCV,21,1374,,96.8,,6,0.4,1,0.1,97.3,2.7
2012-2013,Windham,7th,Tdap,21,1374,,97.4,,6,0.4,1,0.1,97.9,2.1
